Sura;Aya;Bagian;Arabic;Transliteration
20;65;1;قَالُوْا يٰمُوْسٰٓى اِمَّآ اَنْ تُلْقِيَ وَاِمَّآ اَنْ نَّكُوْنَ اَوَّلَ مَنْ اَلْقٰى;qālụ yā mụsā immā an tulqiya wa immā an nakụna awwala man alqā
20;66;1;قَالَ بَلْ اَلْقُوْاۚ فَاِذَا حِبَالُهُمْ وَعِصِيُّهُمْ يُخَيَّلُ اِلَيْهِ مِنْ سِحْرِهِمْ اَنَّهَا تَسْعٰى;qāla bal alqụ, fa iżā ḥibāluhum wa 'iṣiyyuhum yukhayyalu ilaihi min siḥrihim annahā tas'ā
20;67;1;فَاَوْجَسَ فِيْ نَفْسِهٖ خِيْفَةً مُّوْسٰى;fa aujasa fī nafsihī khīfatam mụsā
20;68;1;قُلْنَا لَا تَخَفْ اِنَّكَ اَنْتَ الْاَعْلٰى;qulnā lā takhaf innaka antal-a'lā
20;69;1;وَاَلْقِ مَا فِيْ يَمِيْنِكَ تَلْقَفْ مَا صَنَعُوْاۗ اِنَّمَا;wa alqi mā fī yamīnika talqaf mā ṣana'ụ, innam
20;69;2;صَنَعُوْا كَيْدُ سٰحِرٍۗ وَلَا يُفْلِحُ السّٰحِرُ حَيْثُ اَتٰى;ṣana'ụ kaidu sāḥir, wa lā yufliḥus-sāḥiru ḥaiṡu atā
20;70;1;فَاُلْقِيَ السَّحَرَةُ سُجَّدًا قَالُوْٓا اٰمَنَّا بِرَبِّ هٰرُوْنَ وَمُوْسٰى;fa ulqiyas-saḥaratu sujjadang qālū āmannā birabbi hārụna wa mụsā
20;71;1;قَالَ اٰمَنْتُمْ لَهٗ قَبْلَ اَنْ اٰذَنَ لَكُمْۗ اِنَّهٗ لَكَبِيْرُكُمُ;qāla āmantum lahụ qabla an āżana lakum, innahụ lakabīruk
20;71;2;الَّذِيْ عَلَّمَكُمُ السِّحْرَۚ فَلَاُقَطِّعَنَّ اَيْدِيَكُمْ وَاَرْجُلَكُمْ;lażī 'allamakumus-siḥr, fa la`uqaṭṭi'anna aidiyakum wa arjulaku
20;71;3;مِّنْ خِلَافٍ وَّلَاُصَلِّبَنَّكُمْ فِيْ جُذُوْعِ النَّخْلِۖ وَلَتَعْلَمُنَّ;min khilāfiw wa la`uṣallibannakum fī jużụ'in-nakhli wa lata'lamu
20;71;4;اَيُّنَآ اَشَدُّ عَذَابًا وَّاَبْقٰى;ayyunā asyaddu 'ażābaw wa abqā
20;72;1;قَالُوْا لَنْ نُّؤْثِرَكَ عَلٰى مَا جَاۤءَنَا مِنَ الْبَيِّنٰتِ وَالَّذِيْ فَطَرَنَا;qālụ lan nu`ṡiraka 'alā mā jā`anā minal-bayyināti wallażī faṭaranā
20;72;2;فَاقْضِ مَآ اَنْتَ قَاضٍۗ اِنَّمَا تَقْضِيْ هٰذِهِ الْحَيٰوةَ الدُّنْيَا ۗ; faqḍi mā anta qāḍ, innamā taqḍī hāżihil-ḥayātad-dun-yā
20;73;1;اِنَّآ اٰمَنَّا بِرَبِّنَا لِيَغْفِرَ لَنَا خَطٰيٰنَا وَمَآ اَكْرَهْتَنَا;nā āmannā birabbinā liyagfira lanā khaṭāyānā wa mā akrahtanā
20;73;2;عَلَيْهِ مِنَ السِّحْرِۗ وَاللّٰهُ خَيْرٌ وَّاَبْقٰى;'alaihi minas-siḥr, wallāhu khairuw wa abqā
20;74;1;اِنَّهٗ مَنْ يَّأْتِ رَبَّهٗ مُجْرِمًا فَاِنَّ لَهٗ جَهَنَّمَ ۗ لَا يَمُوْتُ فِيْهَا وَلَا يَحْيٰى;innahụ may ya`ti rabbahụ mujriman fa inna lahụ jahannam, lā yamụtu fīhā wa lā yaḥyā
20;75;1;وَمَنْ يَّأْتِهٖ مُؤْمِنًا قَدْ عَمِلَ الصّٰلِحٰتِ فَاُولٰۤىِٕكَ لَهُمُ الدَّرَجٰتُ الْعُلٰى ۙ;wa may ya`tihī mu`minang qad 'amilaṣ-ṣāliḥāti fa ulā`ika lahumud-darajātul-'ulā
20;76;1;جَنّٰتُ عَدْنٍ تَجْرِيْ مِنْ تَحْتِهَا الْاَنْهٰرُ خٰلِدِيْنَ فِيْهَا ۗوَذٰلِكَ جَزٰۤؤُا مَنْ تَزَكّٰى ࣖ;jannātu 'adnin tajrī min taḥtihal-an-hāru khālidīna fīhā, wa żālika jazā`u man tazakkā
20;77;1;وَلَقَدْ اَوْحَيْنَآ اِلٰى مُوْسٰٓى اَنْ اَسْرِ بِعِبَادِيْ فَاضْرِبْ لَهُمْ;wa laqad auḥainā ilā mụsā an asri bi'ibādī faḍrib lahu
20;77;2;طَرِيْقًا فِى الْبَحْرِ يَبَسًاۙ لَّا تَخٰفُ دَرَكًا وَّلَا تَخْشٰى;ṭarīqan fil-baḥri yabasal lā takhāfu darakaw wa lā takhs
20;78;1;فَاَتْبَعَهُمْ فِرْعَوْنُ بِجُنُوْدِهٖ فَغَشِيَهُمْ مِّنَ الْيَمِّ مَا غَشِيَهُمْ ۗ;fa atba'ahum fir'aunu bijunụdihī fa gasyiyahum minal-yammi mā gasyiyahum
20;79;1;وَاَضَلَّ فِرْعَوْنُ قَوْمَهٗ وَمَا هَدٰى;wa aḍalla fir'aunu qaumahụ wa mā hadā
20;80;1;يٰبَنِيْٓ اِسْرَاۤءِيْلَ قَدْ اَنْجَيْنٰكُمْ مِّنْ عَدُوِّكُمْ وَوٰعَدْنٰكُمْ;yā banī isrā`īla qad anjainākum min 'aduwwikum wa wā'adnāk
20;80;2;جَانِبَ الطُّوْرِ الْاَيْمَنَ وَنَزَّلْنَا عَلَيْكُمُ الْمَنَّ وَالسَّلْوٰى;jānibaṭ-ṭụril-aimana wa nazzalnā 'alaikumul-manna was-s
20;81;1;كُلُوْا مِنْ طَيِّبٰتِ مَا رَزَقْنٰكُمْۙ وَلَا تَطْغَوْا فِيْهِ فَيَحِلَّ;kulụ min ṭayyibāti mā razaqnākum wa lā taṭgau fīhi fa yaḥil
20;81;2;عَلَيْكُمْ غَضَبِيْۚ وَمَنْ يَّحْلِلْ عَلَيْهِ غَضَبِيْ فَقَدْ هَوٰى;'alaikum gaḍabī, wa may yaḥlil 'alaihi gaḍabī fa qad h
20;82;1;وَاِنِّي لَغَفَّارٌ لِّمَنْ تَابَ وَاٰمَنَ وَعَمِلَ صَالِحًا ثُمَّ اهْتَدٰى;wa innī lagaffārul liman tāba wa āmana wa 'amila ṣāliḥan ṡummahtadā
20;83;1;۞ وَمَآ اَعْجَلَكَ عَنْ قَوْمِكَ يٰمُوْسٰى;wa mā a'jalaka 'ang qaumika yā mụsā
20;84;1;قَالَ هُمْ اُولَاۤءِ عَلٰٓى اَثَرِيْ وَعَجِلْتُ اِلَيْكَ رَبِّ لِتَرْضٰى;qāla hum ulā`i 'alā aṡarī wa 'ajiltu ilaika rabbi litarḍā
20;85;1;قَالَ فَاِنَّا قَدْ فَتَنَّا قَوْمَكَ مِنْۢ بَعْدِكَ وَاَضَلَّهُمُ السَّامِرِيُّ;qāla fa innā qad fatannā qaumaka mim ba'dika wa aḍallahumus-sāmiriyy
20;86;1;فَرَجَعَ مُوْسٰٓى اِلٰى قَوْمِهٖ غَضْبَانَ اَسِفًا ەۚ قَالَ يٰقَوْمِ اَلَمْ يَعِدْكُمْ;raja'a mụsā ilā qaumihī gaḍbāna asifā, qāla yā qaumi a lam ya'idku
20;86;2;رَبُّكُمْ وَعْدًا حَسَنًا ەۗ اَفَطَالَ عَلَيْكُمُ الْعَهْدُ اَمْ اَرَدْتُّمْ اَنْ;rabbukum wa'dan ḥasanā, a fa ṭāla 'alaikumul-'ahdu am arattum 
20;86;3;يَّحِلَّ عَلَيْكُمْ غَضَبٌ مِّنْ رَّبِّكُمْ فَاَخْلَفْتُمْ مَّوْعِدِيْ;yaḥilla 'alaikum gaḍabum mir rabbikum fa akhlaftum mau'idī
20;87;1;قَالُوْا مَآ اَخْلَفْنَا مَوْعِدَكَ بِمَلْكِنَا وَلٰكِنَّا حُمِّلْنَآ اَوْزَارًا;qālụ mā akhlafnā mau'idaka bimalkinā wa lākinnā ḥummilnā auzāra
20;87;2;مِّنْ زِيْنَةِ الْقَوْمِ فَقَذَفْنٰهَا فَكَذٰلِكَ اَلْقَى السَّامِرِيُّ ۙ; min zīnatil-qaumi fa qażafnāhā fa każālika alqas-sāmir
20;88;1;فَاَخْرَجَ لَهُمْ عِجْلًا جَسَدًا لَّهٗ خُوَارٌ فَقَالُوْا هٰذَآ اِلٰهُكُمْ وَاِلٰهُ مُوْسٰى ەۙ فَنَسِيَ ۗ;fa akhraja lahum 'ijlan jasadal lahụ khuwārun fa qālụ hāżā ilāhukum wa ilāhu mụsā fa nasiy
20;89;1;اَفَلَا يَرَوْنَ اَلَّا يَرْجِعُ اِلَيْهِمْ قَوْلًا ەۙ وَّلَا يَمْلِكُ لَهُمْ ضَرًّا وَّلَا نَفْعًا ࣖ;a fa lā yarauna allā yarji'u ilaihim qaulaw wa lā yamliku lahum ḍarraw wa lā naf'ā
20;90;1;وَلَقَدْ قَالَ لَهُمْ هٰرُوْنُ مِنْ قَبْلُ يٰقَوْمِ اِنَّمَا فُتِنْتُمْ بِهٖۚ;wa laqad qāla lahum hārụnu ming qablu yā qaumi innamā futintum b
20;90;2;وَاِنَّ رَبَّكُمُ الرَّحْمٰنُ فَاتَّبِعُوْنِيْ وَاَطِيْعُوْٓا اَمْرِيْ;wa inna rabbakumur-raḥmānu fattabi'ụnī wa aṭī'ū amr
20;91;1;قَالُوْا لَنْ نَّبْرَحَ عَلَيْهِ عٰكِفِيْنَ حَتّٰى يَرْجِعَ اِلَيْنَا مُوْسٰى;qālụ lan nabraḥa 'alaihi 'ākifīna ḥattā yarji'a ilainā mụsā
20;92;1;قَالَ يٰهٰرُوْنُ مَا مَنَعَكَ اِذْ رَاَيْتَهُمْ ضَلُّوْٓا ۙ;qāla yā hārụnu mā mana'aka iż ra`aitahum ḍallū
20;93;1;اَلَّا تَتَّبِعَنِۗ اَفَعَصَيْتَ اَمْرِيْ;allā tattabi'an, a fa 'aṣaita amrī
20;94;1;قَالَ يَبْنَؤُمَّ لَا تَأْخُذْ بِلِحْيَتِيْ وَلَا بِرَأْسِيْۚ اِنِّيْ خَشِيْتُ;qāla yabna`umma lā ta`khuż biliḥyatī wa lā bira`sī, innī khasyī
20;94;2;اَنْ تَقُوْلَ فَرَّقْتَ بَيْنَ بَنِيْٓ اِسْرَاۤءِيْلَ وَلَمْ تَرْقُبْ قَوْلِيْ;an taqụla farraqta baina banī isrā`īla wa lam tarqub qaulī
20;95;1;قَالَ فَمَا خَطْبُكَ يٰسَامِرِيُّ;qāla fa mā khaṭbuka yā sāmiriyy
20;96;1;قَالَ بَصُرْتُ بِمَا لَمْ يَبْصُرُوْا بِهٖ فَقَبَضْتُ قَبْضَةً مِّنْ;qāla baṣurtu bimā lam yabṣurụ bihī fa qabaḍtu qabḍatam m
20;96;2;اَثَرِ الرَّسُوْلِ فَنَبَذْتُهَا وَكَذٰلِكَ سَوَّلَتْ لِيْ نَفْسِيْ;aṡarir-rasụli fa nabażtuhā wa każālika sawwalat lī naf
20;97;1;قَالَ فَاذْهَبْ فَاِنَّ لَكَ فِى الْحَيٰوةِ اَنْ تَقُوْلَ لَا مِسَاسَۖ وَاِنَّ;qāla faż-hab fa inna laka fil-ḥayāti an taqụla lā misāsa wa i
20;97;2;لَكَ مَوْعِدًا لَّنْ تُخْلَفَهٗۚ وَانْظُرْ اِلٰٓى اِلٰهِكَ الَّذِيْ ظَلْتَ عَلَيْهِ; laka mau'idal lan tukhlafah, wanẓur ilā ilāhikallażī ẓalta 'alai
20;97;3;عَاكِفًا ۗ لَنُحَرِّقَنَّهٗ ثُمَّ لَنَنْسِفَنَّهٗ فِى الْيَمِّ نَسْفًا;'ākifā, lanuḥarriqannahụ ṡumma lanansifannahụ fil-yammi nas
20;98;1;اِنَّمَآ اِلٰهُكُمُ اللّٰهُ الَّذِيْ لَآ اِلٰهَ اِلَّا هُوَۗ وَسِعَ كُلَّ شَيْءٍ عِلْمًا;innamā ilāhukumullāhullażī lā ilāha illā huw, wasi'a kulla syai`in 'ilmā
20;99;1;كَذٰلِكَ نَقُصُّ عَلَيْكَ مِنْ اَنْۢبَاۤءِ مَا قَدْ سَبَقَۚ وَقَدْ اٰتَيْنٰكَ مِنْ لَّدُنَّا ذِكْرًا ۚ;każālika naquṣṣu 'alaika min ambā`i mā qad sabaq, wa qad ātaināka mil ladunnā żikrā
20;100;1;مَنْ اَعْرَضَ عَنْهُ فَاِنَّهٗ يَحْمِلُ يَوْمَ الْقِيٰمَةِ وِزْرًا;man a'raḍa 'an-hu fa innahụ yaḥmilu yaumal-qiyāmati wizrā
20;101;1;خٰلِدِيْنَ فِيْهِ ۗوَسَاۤءَ لَهُمْ يَوْمَ الْقِيٰمَةِ حِمْلًاۙ;khālidīna fīh, wa sā`a lahum yaumal-qiyāmati ḥimlā
20;102;1;يَّوْمَ يُنْفَخُ فِى الصُّوْرِ وَنَحْشُرُ الْمُجْرِمِيْنَ يَوْمَىِٕذٍ زُرْقًا ۖ;yauma yunfakhu fiṣ-ṣụri wa naḥsyurul-mujrimīna yauma`iżin zurqā
20;103;1;يَّتَخَافَتُوْنَ بَيْنَهُمْ اِنْ لَّبِثْتُمْ اِلَّا عَشْرًا;yatakhāfatụna bainahum il labiṡtum illā 'asyrā
20;104;1;نَحْنُ اَعْلَمُ بِمَا يَقُوْلُوْنَ اِذْ يَقُوْلُ اَمْثَلُهُمْ طَرِيْقَةً اِنْ لَّبِثْتُمْ اِلَّا يَوْمًا ࣖ;naḥnu a'lamu bimā yaqụlụna iż yaqụlu amṡaluhum ṭarīqatan il labiṡtum illā yaumā
20;105;1;وَيَسْـَٔلُوْنَكَ عَنِ الْجِبَالِ فَقُلْ يَنْسِفُهَا رَبِّيْ نَسْفًا ۙ;wa yas`alụnaka 'anil-jibāli fa qul yansifuhā rabbī nasfā
20;106;1;فَيَذَرُهَا قَاعًا صَفْصَفًا ۙ;fa yażaruhā qā'an ṣafṣafā
20;107;1;لَّا تَرٰى فِيْهَا عِوَجًا وَّلَآ اَمْتًا ۗ;lā tarā fīhā 'iwajaw wa lā amtā
20;108;1;يَوْمَىِٕذٍ يَّتَّبِعُوْنَ الدَّاعِيَ لَا عِوَجَ لَهٗ ۚوَخَشَعَتِ;yauma`iżiy yattabi'ụnad-dā'iya lā 'iwaja lah, wa khasya'a
20;108;2;الْاَصْوَاتُ لِلرَّحْمٰنِ فَلَا تَسْمَعُ اِلَّا هَمْسًا;l-aṣwātu lir-raḥmāni fa lā tasma'u illā hams
20;109;1;يَوْمَىِٕذٍ لَّا تَنْفَعُ الشَّفَاعَةُ اِلَّا مَنْ اَذِنَ لَهُ الرَّحْمٰنُ وَرَضِيَ لَهٗ قَوْلًا;yauma`iżil lā tanfa'usy-syafā'atu illā man ażina lahur-raḥmānu wa raḍiya lahụ qaulā
20;110;1;يَعْلَمُ مَا بَيْنَ اَيْدِيْهِمْ وَمَا خَلْفَهُمْ وَلَا يُحِيْطُوْنَ بِهٖ عِلْمًا;ya'lamu mā baina aidīhim wa mā khalfahum wa lā yuḥīṭụna bihī 'ilmā
20;111;1;۞ وَعَنَتِ الْوُجُوْهُ لِلْحَيِّ الْقَيُّوْمِۗ وَقَدْ خَابَ مَنْ حَمَلَ ظُلْمًا;wa 'anatil-wujụhu lil-ḥayyil-qayyụm, wa qad khāba man ḥamala ẓulmā
20;112;1;وَمَنْ يَّعْمَلْ مِنَ الصّٰلِحٰتِ وَهُوَ مُؤْمِنٌ فَلَا يَخٰفُ ظُلْمًا وَّلَا هَضْمًا;wa may ya'mal minaṣ-ṣāliḥāti wa huwa mu`minun fa lā yakhāfu ẓulmaw wa lā haḍmā
20;113;1;وَكَذٰلِكَ اَنْزَلْنٰهُ قُرْاٰنًا عَرَبِيًّا وَّصَرَّفْنَا فِيْهِ مِنَ;każālika anzalnāhu qur`ānan 'arabiyyaw wa ṣarrafnā fīhi min
20;113;2;الْوَعِيْدِ لَعَلَّهُمْ يَتَّقُوْنَ اَوْ يُحْدِثُ لَهُمْ ذِكْرًا;nal-wa'īdi la'allahum yattaqụna au yuḥdiṡu lahum żikr
20;114;1;فَتَعٰلَى اللّٰهُ الْمَلِكُ الْحَقُّۚ وَلَا تَعْجَلْ بِالْقُرْاٰنِ مِنْ;ta'ālallāhul-malikul-ḥaqq, wa lā ta'jal bil-qur`āni 
20;114;2;قَبْلِ اَنْ يُّقْضٰٓى اِلَيْكَ وَحْيُهٗ ۖوَقُلْ رَّبِّ زِدْنِيْ عِلْمًا; qabli ay yuqḍā ilaika waḥyuhụ wa qur rabbi zidnī 'ilm
20;115;1;وَلَقَدْ عَهِدْنَآ اِلٰٓى اٰدَمَ مِنْ قَبْلُ فَنَسِيَ وَلَمْ نَجِدْ لَهٗ عَزْمًا ࣖ;wa laqad 'ahidnā ilā ādama ming qablu fa nasiya wa lam najid lahụ 'azmā
20;116;1;وَاِذْ قُلْنَا لِلْمَلٰۤىِٕكَةِ اسْجُدُوْا لِاٰدَمَ فَسَجَدُوْٓا اِلَّآ اِبْلِيْسَ اَبٰى ۗ;wa iż qulnā lil-malā`ikatisjudụ li`ādama fa sajadū illā iblīsa abā
20;117;1;فَقُلْنَا يٰٓاٰدَمُ اِنَّ هٰذَا عَدُوٌّ لَّكَ وَلِزَوْجِكَ فَلَا يُخْرِجَنَّكُمَا مِنَ الْجَنَّةِ فَتَشْقٰى;fa qulnā yā ādamu inna hāżā 'aduwwul laka wa lizaujika fa lā yukhrijannakumā minal-jannati fa tasyqā
20;118;1;اِنَّ لَكَ اَلَّا تَجُوْعَ فِيْهَا وَلَا تَعْرٰى ۙ;inna laka allā tajụ'a fīhā wa lā ta'rā
20;119;1;وَاَنَّكَ لَا تَظْمَؤُا فِيْهَا وَلَا تَضْحٰى;wa annaka lā taẓma`u fīhā wa lā taḍ-ḥā
20;120;1;فَوَسْوَسَ اِلَيْهِ الشَّيْطٰنُ قَالَ يٰٓاٰدَمُ هَلْ اَدُلُّكَ عَلٰى شَجَرَةِ الْخُلْدِ وَمُلْكٍ لَّا يَبْلٰى;fa waswasa ilaihisy-syaiṭānu qāla yā ādamu hal adulluka 'alā syajaratil-khuldi wa mulkil lā yablā
20;121;1;فَاَكَلَا مِنْهَا فَبَدَتْ لَهُمَا سَوْاٰتُهُمَا وَطَفِقَا يَخْصِفٰنِ; akalā min-hā fa badat lahumā sau`ātuhumā wa ṭafiqā yakhṣifā
20;121;2;عَلَيْهِمَا مِنْ وَّرَقِ الْجَنَّةِۚ وَعَصٰٓى اٰدَمُ رَبَّهٗ فَغَوٰى ۖ;'alaihimā miw waraqil jannah, wa 'aṣā ādamu rabbahụ fa ga
20;122;1;ثُمَّ اجْتَبٰىهُ رَبُّهٗ فَتَابَ عَلَيْهِ وَهَدٰى;ṡummajtabāhu rabbuhụ fa tāba 'alaihi wa hadā
20;123;1;قَالَ اهْبِطَا مِنْهَا جَمِيعًاۢ بَعْضُكُمْ لِبَعْضٍ عَدُوٌّ ۚفَاِمَّا يَأْتِيَنَّكُمْ;qālahbiṭā min-hā jamī'am ba'ḍukum liba'ḍin 'aduww, fa immā ya`tiyannaku
20;123;2;مِّنِّيْ هُدًى ەۙ فَمَنِ اتَّبَعَ هُدٰيَ فَلَا يَضِلُّ وَلَا يَشْقٰى;minnī hudan fa manittaba'a hudāya fa lā yaḍillu wa lā yasy
20;124;1;وَمَنْ اَعْرَضَ عَنْ ذِكْرِيْ فَاِنَّ لَهٗ مَعِيْشَةً ضَنْكًا وَّنَحْشُرُهٗ يَوْمَ الْقِيٰمَةِ اَعْمٰى;wa man a'raḍa 'an żikrī fa inna lahụ ma'īsyatan ḍangkaw wa naḥsyuruhụ yaumal-qiyāmati a'mā
20;125;1;قَالَ رَبِّ لِمَ حَشَرْتَنِيْٓ اَعْمٰى وَقَدْ كُنْتُ بَصِيْرًا;qāla rabbi lima ḥasyartanī a'mā wa qad kuntu baṣīrā
20;126;1;قَالَ كَذٰلِكَ اَتَتْكَ اٰيٰتُنَا فَنَسِيْتَهَاۚ وَكَذٰلِكَ الْيَوْمَ تُنْسٰى;qāla każālika atatka āyātunā fa nasītahā, wa każālikal-yauma tunsā
20;127;1;وَكَذٰلِكَ نَجْزِيْ مَنْ اَسْرَفَ وَلَمْ يُؤْمِنْۢ بِاٰيٰتِ رَبِّهٖۗ وَلَعَذَابُ الْاٰخِرَةِ اَشَدُّ وَاَبْقٰى;wa każālika najzī man asrafa wa lam yu`mim bi`āyāti rabbih, wa la'ażābul-ākhirati asyaddu wa abqā
20;128;1;اَفَلَمْ يَهْدِ لَهُمْ كَمْ اَهْلَكْنَا قَبْلَهُمْ مِّنَ الْقُرُوْنِ يَمْشُوْنَ;a fa lam yahdi lahum kam ahlaknā qablahum minal-qurụni yamsy
20;128;2;فِيْ مَسٰكِنِهِمْۗ اِنَّ فِيْ ذٰلِكَ لَاٰيٰتٍ لِّاُولِى النُّهٰى ࣖ;fī masākinihim, inna fī żālika la`āyātil li`ulin-nu
20;129;1;وَلَوْلَا كَلِمَةٌ سَبَقَتْ مِنْ رَّبِّكَ لَكَانَ لِزَامًا وَّاَجَلٌ مُّسَمًّى ۗ;walau lā kalimatun sabaqat mir rabbika lakāna lizāmaw wa ajalum musammā
20;130;1;فَاصْبِرْ عَلٰى مَا يَقُوْلُوْنَ وَسَبِّحْ بِحَمْدِ رَبِّكَ قَبْلَ;faṣbir 'alā mā yaqụlụna wa sabbiḥ biḥamdi rabbika qabl
20;130;2;طُلُوْعِ الشَّمْسِ وَقَبْلَ غُرُوْبِهَا ۚوَمِنْ اٰنَاۤئِ الَّيْلِ;ṭulụ'isy-syamsi wa qabla gurụbihā, wa min ānā`il-la
20;130;3;فَسَبِّحْ وَاَطْرَافَ النَّهَارِ لَعَلَّكَ تَرْضٰى;fa sabbiḥ wa aṭrāfan-nahāri la'allaka tarḍ
20;131;1;وَلَا تَمُدَّنَّ عَيْنَيْكَ اِلٰى مَا مَتَّعْنَا بِهٖٓ اَزْوَاجًا مِّنْهُمْ زَهْرَةَ;lā tamuddanna 'ainaika ilā mā matta'nā bihī azwājam min-hum zahrata
20;131;2;الْحَيٰوةِ الدُّنْيَا ەۙ لِنَفْتِنَهُمْ فِيْهِ ۗوَرِزْقُ رَبِّكَ خَيْرٌ وَّاَبْقٰى;l-ḥayātid-dun-yā linaftinahum fīh, wa rizqu rabbika khairuw wa abq
20;132;1;وَأْمُرْ اَهْلَكَ بِالصَّلٰوةِ وَاصْطَبِرْ عَلَيْهَاۗ لَا نَسْـَٔلُكَ;wa`mur ahlaka biṣ-ṣalāti waṣṭabir 'alaihā, lā nas`aluk
20;132;2;رِزْقًاۗ نَحْنُ نَرْزُقُكَۗ وَالْعَاقِبَةُ لِلتَّقْوٰى;rizqā, naḥnu narzuquk, wal-'āqibatu lit-taq
20;133;1;وَقَالُوْا لَوْلَا يَأْتِيْنَا بِاٰيَةٍ مِّنْ رَّبِّهٖۗ;wa qālụ lau lā ya`tīnā bi`āyatim mir rabb
20;133;2;اَوَلَمْ تَأْتِهِمْ بَيِّنَةُ مَا فِى الصُّحُفِ الْاُولٰى; a wa lam ta`tihim bayyinatu mā fiṣ-ṣuḥufil
20;134;1;وَلَوْ اَنَّآ اَهْلَكْنٰهُمْ بِعَذَابٍ مِّنْ قَبْلِهٖ لَقَالُوْا رَبَّنَا لَوْلَآ اَرْسَلْتَ;walau annā ahlaknāhum bi'ażābim ming qablihī laqālụ rabbanā lau lā arsa
20;134;2;اِلَيْنَا رَسُوْلًا فَنَتَّبِعَ اٰيٰتِكَ مِنْ قَبْلِ اَنْ نَّذِلَّ وَنَخْزٰى;inā rasụlan fa nattabi'a āyātika ming qabli an nażilla wa nakhzā
20;135;1;قُلْ كُلٌّ مُّتَرَبِّصٌ فَتَرَبَّصُوْاۚ فَسَتَعْلَمُوْنَ مَنْ اَصْحٰبُ الصِّرَاطِ السَّوِيِّ وَمَنِ اهْتَدٰى ࣖ ۔;qul kullum mutarabbiṣun fa tarabbaṣụ, fa sata'lamụna man aṣ-ḥābuṣ-ṣirāṭis-sawiyyi wa manihtadā
21;1;1;اِقْتَرَبَ لِلنَّاسِ حِسَابُهُمْ وَهُمْ فِيْ غَفْلَةٍ مُّعْرِضُوْنَ ۚ;iqtaraba lin-nāsi ḥisābuhum wa hum fī gaflatim mu'riḍụn
21;2;1;مَا يَأْتِيْهِمْ مِّنْ ذِكْرٍ مِّنْ رَّبِّهِمْ مُّحْدَثٍ اِلَّا اسْتَمَعُوْهُ وَهُمْ يَلْعَبُوْنَ ۙ;mā ya`tīhim min żikrim mir rabbihim muḥdaṡin illastama'ụhu wa hum yal'abụn
21;3;1;لَاهِيَةً قُلُوْبُهُمْۗ وَاَسَرُّوا النَّجْوَىۖ الَّذِيْنَ ظَلَمُوْاۖ هَلْ هٰذَآ;lāhiyatang qulụbuhum, wa asarrun-najwallażīna ẓalamụ hal hāżā
21;3;2;اِلَّا بَشَرٌ مِّثْلُكُمْۚ اَفَتَأْتُوْنَ السِّحْرَ وَاَنْتُمْ تُبْصِرُوْنَ;illā basyarum miṡlukum, a fa ta`tụnas-siḥra wa antum tubṣi
21;4;1;قٰلَ رَبِّيْ يَعْلَمُ الْقَوْلَ فِى السَّمَاۤءِ وَالْاَرْضِۖ وَهُوَ السَّمِيْعُ الْعَلِيْمُ;qāla rabbī ya'lamul-qaula fis-samā`i wal-arḍi wa huwas-samī'ul-'alīm
21;5;1;بَلْ قَالُوْٓا اَضْغَاثُ اَحْلَامٍۢ بَلِ افْتَرٰىهُ بَلْ هُوَ شَاعِرٌۚ;bal qālū aḍgāṡu aḥlām, baliftarāhu bal huwa syā'ir, fal
21;5;2;فَلْيَأْتِنَا بِاٰيَةٍ كَمَآ اُرْسِلَ الْاَوَّلُوْنَ;falya`tinā bi`āyating kamā ursilal-awwal
21;6;1;مَآ اٰمَنَتْ قَبْلَهُمْ مِّنْ قَرْيَةٍ اَهْلَكْنٰهَاۚ اَفَهُمْ يُؤْمِنُوْنَ;mā āmanat qablahum ming qaryatin ahlaknāhā, a fa hum yu`minụn
21;7;1;وَمَآ اَرْسَلْنَا قَبْلَكَ اِلَّا رِجَالًا نُّوْحِيْٓ اِلَيْهِمْ;wa mā arsalnā qablaka illā rijālan nụḥī ilaihi
21;7;2;فَسْـَٔلُوْٓا اَهْلَ الذِّكْرِ اِنْ كُنْتُمْ لَا تَعْلَمُوْنَ;fas`alū ahlaż-żikri ing kuntum lā ta'lamụn
21;8;1;وَمَا جَعَلْنٰهُمْ جَسَدًا لَّا يَأْكُلُوْنَ الطَّعَامَ وَمَا كَانُوْا خٰلِدِيْنَ;wa mā ja'alnāhum jasadal lā ya`kulụnaṭ-ṭa'āma wa mā kānụ khālidīn
21;9;1;ثُمَّ صَدَقْنٰهُمُ الْوَعْدَ فَاَنْجَيْنٰهُمْ وَمَنْ نَّشَاۤءُ وَاَهْلَكْنَا الْمُسْرِفِيْنَ;ṡumma ṣadaqnāhumul-wa'da fa anjaināhum wa man nasyā`u wa ahlaknal-musrifīn
21;10;1;لَقَدْ اَنْزَلْنَآ اِلَيْكُمْ كِتٰبًا فِيْهِ ذِكْرُكُمْۗ اَفَلَا تَعْقِلُوْنَ ࣖ;laqad anzalnā ilaikum kitāban fīhi żikrukum, a fa lā ta'qilụn
21;11;1;وَكَمْ قَصَمْنَا مِنْ قَرْيَةٍ كَانَتْ ظَالِمَةً وَّاَنْشَأْنَا بَعْدَهَا قَوْمًا اٰخَرِيْنَ;wa kam qaṣamnā ming qaryating kānat ẓālimataw wa ansya`nā ba'dahā qauman ākharīn
