sura;aya;kemenag;transliteration_id;transcript
37;54;قَالَ هَلْ اَنْتُمْ مُّطَّلِعُوْنَ;qāla hal antum muṭṭali'ụn;qā la hal an tum muṭ ṭa li 'ụn
37;55;فَاطَّلَعَ فَرَاٰهُ فِيْ سَوَاۤءِ الْجَحِيْمِ;faṭṭala'a fa ra`āhu fī sawā`il-jaḥīm;faṭ ṭa la 'a fa ra `ā hu fī sa wā `il ja ḥīm
37;56;قَالَ تَاللّٰهِ اِنْ كِدْتَّ لَتُرْدِيْنِ ۙ;qāla tallāhi ing kitta laturdīn;qā la tall llā hi ing kit ta la tur dīn
37;57;وَلَوْلَا نِعْمَةُ رَبِّيْ لَكُنْتُ مِنَ الْمُحْضَرِيْنَ;walau lā ni'matu rabbī lakuntu minal-muḥḍarīn;wa lau lā ni' ma tu rab bī la kun tu mi nal muḥ ḍa rīn
37;58;اَفَمَا نَحْنُ بِمَيِّتِيْنَۙ;a fa mā naḥnu bimayyitīn;a fa mā naḥ nu bi may yi tīn
37;59;اِلَّا مَوْتَتَنَا الْاُوْلٰى وَمَا نَحْنُ بِمُعَذَّبِيْنَ;illā mautatanal-ụlā wa mā naḥnu bimu'ażżabīn;il lā mau ta ta nal ụ lā wa mā naḥ nu bi mu 'aż ża bīn
37;60;اِنَّ هٰذَا لَهُوَ الْفَوْزُ الْعَظِيْمُ;inna hāżā lahuwal-fauzul-'aẓīm;in na hā żā la hu wal fau zul 'a ẓīm
37;61;لِمِثْلِ هٰذَا فَلْيَعْمَلِ الْعٰمِلُوْنَ;limiṡli hāżā falya'malil-'āmilụn;li miṡ li hā żā fal ya' ma lil 'ā mi lụn
37;62;اَذٰلِكَ خَيْرٌ نُّزُلًا اَمْ شَجَرَةُ الزَّقُّوْمِ;a żālika khairun nuzulan am syajaratuz-zaqqụm;a żā li ka khai run nu zu lan am sya ja ra tuz zaq qụm
37;63;اِنَّا جَعَلْنٰهَا فِتْنَةً لِّلظّٰلِمِيْنَ;innā ja'alnāhā fitnatal liẓ-ẓālimīn;in nā ja 'al nā hā fit na tal liẓ ẓā li mīn
37;64;اِنَّهَا شَجَرَةٌ تَخْرُجُ فِيْٓ اَصْلِ الْجَحِيْمِۙ;innahā syajaratun takhruju fī aṣlil-jaḥīm;in na hā sya ja ra tun takh ru ju fī aṣ lil ja ḥīm
37;65;طَلْعُهَا كَاَنَّهٗ رُءُوْسُ الشَّيٰطِيْنِ;ṭal'uhā ka`annahụ ru`ụsusy-syayāṭīn;ṭal 'u hā ka `an na hụ ru `ụ susy sya yā ṭīn
37;66;فَاِنَّهُمْ لَاٰكِلُوْنَ مِنْهَا فَمَالِـُٔوْنَ مِنْهَا الْبُطُوْنَۗ ;fa innahum la`ākilụna min-hā famāli`ụna min-hal buṭụn;fa in na hum la `ā ki lụ na min hā fa mā li `ụ na min hal bu ṭụn
37;67;ثُمَّ اِنَّ لَهُمْ عَلَيْهَا لَشَوْبًا مِّنْ حَمِيْمٍۚ ;ṡumma inna lahum 'alaihā lasyaubam min ḥamīm;ṡum ma in na la hum 'a lai hā la syau bam min ḥa mīm
37;68;ثُمَّ اِنَّ مَرْجِعَهُمْ لَاِلَى الْجَحِيْمِ;ṡumma inna marji'ahum la`ilal-jaḥīm;ṡum ma in na mar ji 'a hum la `i lal ja ḥīm
37;69;اِنَّهُمْ اَلْفَوْا اٰبَاۤءَهُمْ ضَاۤلِّيْنَۙ;innahum alfau ābā`ahum ḍāllīn;in na hum al fau ā bā `a hum ḍāl līn
37;70;فَهُمْ عَلٰٓى اٰثٰرِهِمْ يُهْرَعُوْنَ;fa hum 'alā āṡārihim yuhra'ụn;fa hum 'a lā ā ṡā ri him yuh ra 'ụn
37;71;وَلَقَدْ ضَلَّ قَبْلَهُمْ اَكْثَرُ الْاَوَّلِيْنَۙ;wa laqad ḍalla qablahum akṡarul-awwalīn;wa la qad ḍal la qab la hum ak ṡa rul aw wa līn
37;72;وَلَقَدْ اَرْسَلْنَا فِيْهِمْ مُّنْذِرِيْنَ;wa laqad arsalnā fīhim munżirīn;wa la qad ar sal nā fī him mun żi rīn
37;73;فَانْظُرْ كَيْفَ كَانَ عَاقِبَةُ الْمُنْذَرِيْنَۙ;fanẓur kaifa kāna 'āqibatul-munżarīn;fan ẓur kai fa kā na 'ā qi ba tul mun ża rīn
37;74;اِلَّا عِبَادَ اللّٰهِ الْمُخْلَصِيْنَ ࣖ ;illā 'ibādallāhil-mukhlaṣīn;il lā 'i bā dall llā hil mukh la ṣīn
37;75;وَلَقَدْ نَادٰىنَا نُوْحٌ فَلَنِعْمَ الْمُجِيْبُوْنَۖ ;wa laqad nādānā nụḥun fa lani'mal-mujībụn;wa la qad nā dā nā nụ ḥun fa la ni' mal mu jī bụn
37;76;وَنَجَّيْنٰهُ وَاَهْلَهٗ مِنَ الْكَرْبِ الْعَظِيْمِۖ ;wa najjaināhu wa ahlahụ minal-karbil-'aẓīm;wa naj jai nā hu wa ah la hụ mi nal kar bil 'a ẓīm
37;77;وَجَعَلْنَا ذُرِّيَّتَهٗ هُمُ الْبٰقِيْنَ;wa ja'alnā żurriyyatahụ humul-bāqīn;wa ja 'al nā żur riy ya ta hụ hu mul bā qīn
37;78;وَتَرَكْنَا عَلَيْهِ فِى الْاٰخِرِيْنَ ۖ ;wa taraknā 'alaihi fil-ākhirīn;wa ta rak nā 'a lai hi fil ā khi rīn
37;79;سَلٰمٌ عَلٰى نُوْحٍ فِى الْعٰلَمِيْنَ;salāmun 'alā nụḥin fil-'ālamīn;sa lā mun 'a lā nụ ḥin fil 'ā la mīn
37;80;اِنَّا كَذٰلِكَ نَجْزِى الْمُحْسِنِيْنَ;innā każālika najzil-muḥsinīn;in nā ka żā li ka naj zil muḥ si nīn
37;81;اِنَّهٗ مِنْ عِبَادِنَا الْمُؤْمِنِيْنَ;innahụ min 'ibādinal-mu`minīn;in na hụ min 'i bā di nal mu` mi nīn
37;82;ثُمَّ اَغْرَقْنَا الْاٰخَرِيْنَ;ṡumma agraqnal-ākharīn;ṡum ma ag raq nal ā kha rīn
37;83;وَاِنَّ مِنْ شِيْعَتِهٖ لَاِبْرٰهِيْمَ ۘ ;wa inna min syī'atihī la`ibrāhīm;wa in na min syī 'a ti hī la `ib rā hīm
37;84;اِذْ جَاۤءَ رَبَّهٗ بِقَلْبٍ سَلِيْمٍۙ;iż jā`a rabbahụ biqalbin salīm;iż jā `a rab ba hụ bi qal bin sa līm
37;85;اِذْ قَالَ لِاَبِيْهِ وَقَوْمِهٖ مَاذَا تَعْبُدُوْنَ ۚ ;iż qāla li`abīhi wa qaumihī māżā ta'budụn;iż qā la li `a bī hi wa qau mi hī mā żā ta' bu dụn
37;86;اَىِٕفْكًا اٰلِهَةً دُوْنَ اللّٰهِ تُرِيْدُوْنَۗ ;a ifkan āliḥatan dụnallāhi turīdụn;a if kan ā li ḥa tan dụ nall llā hi tu rī dụn
37;87;فَمَا ظَنُّكُمْ بِرَبِّ الْعٰلَمِيْنَ;fa mā ẓannukum birabbil-'ālamīn;fa mā ẓan nu kum bi rab bil 'ā la mīn
37;88;فَنَظَرَ نَظْرَةً فِى النُّجُوْمِۙ;fa naẓara naẓratan fin-nujụm;fa na ẓa ra naẓ ra tan fin nu jụm
37;89;فَقَالَ اِنِّيْ سَقِيْمٌ;fa qāla innī saqīm;fa qā la in nī sa qīm
37;90;فَتَوَلَّوْا عَنْهُ مُدْبِرِيْنَ;fa tawallau 'an-hu mudbirīn;fa ta wal lau 'an hu mud bi rīn
37;91;فَرَاغَ اِلٰٓى اٰلِهَتِهِمْ فَقَالَ اَلَا تَأْكُلُوْنَۚ ;fa rāga ilā ālihatihim fa qāla alā ta`kulụn;fa rā ga i lā ā li ha ti him fa qā la a lā ta` ku lụn
37;92;مَا لَكُمْ لَا تَنْطِقُوْنَ;mā lakum lā tanṭiqụn;mā la kum lā tan ṭi qụn
37;93;فَرَاغَ عَلَيْهِمْ ضَرْبًا ۢبِالْيَمِيْنِ;fa rāga 'alaihim ḍarbam bil-yamīn;fa rā ga 'a lai him ḍar bam bil ya mīn
37;94;فَاَقْبَلُوْٓا اِلَيْهِ يَزِفُّوْنَ;fa aqbalū ilaihi yaziffụn;fa aq ba lū i lai hi ya zif fụn
37;95;قَالَ اَتَعْبُدُوْنَ مَا تَنْحِتُوْنَۙ;qāla a ta'budụna mā tan-ḥitụn;qā la a ta' bu dụ na mā tan ḥi tụn
37;96;وَاللّٰهُ خَلَقَكُمْ وَمَا تَعْمَلُوْنَ;wallāhu khalaqakum wa mā ta'malụn;wall llā hu kha la qa kum wa mā ta' ma lụn
37;97;قَالُوا ابْنُوْا لَهٗ بُنْيَانًا فَاَلْقُوْهُ فِى الْجَحِيْمِ;qālubnụ lahụ bun-yānan fa alqụhu fil-jaḥīm;qā lub nụ la hụ bun yā nan fa al qụ hu fil ja ḥīm
37;98;فَاَرَادُوْا بِهٖ كَيْدًا فَجَعَلْنٰهُمُ الْاَسْفَلِيْنَ;fa arādụ bihī kaidan fa ja'alnāhumul-asfalīn;fa a rā dụ bi hī kai dan fa ja 'al nā hu mul as fa līn
37;99;وَقَالَ اِنِّيْ ذَاهِبٌ اِلٰى رَبِّيْ سَيَهْدِيْنِ;wa qāla innī żāhibun ilā rabbī sayahdīn;wa qā la in nī żā hi bun i lā rab bī sa yah dīn
37;100;رَبِّ هَبْ لِيْ مِنَ الصّٰلِحِيْنَ;rabbi hab lī minaṣ-ṣāliḥīn;rab bi hab lī mi naṣ ṣā li ḥīn
37;101;فَبَشَّرْنٰهُ بِغُلٰمٍ حَلِيْمٍ;fa basysyarnāhu bigulāmin ḥalīm;fa basy syar nā hu bi gu lā min ḥa līm
37;103;فَلَمَّآ اَسْلَمَا وَتَلَّهٗ لِلْجَبِيْنِۚ ;fa lammā aslamā wa tallahụ lil-jabīn;fa lam mā as la mā wa tal la hụ lil ja bīn
37;104;وَنَادَيْنٰهُ اَنْ يّٰٓاِبْرٰهِيْمُ ۙ;wa nādaināhu ay yā ibrāhīm;wa nā dai nā hu ay yā ib rā hīm
37;105;قَدْ صَدَّقْتَ الرُّؤْيَا ۚاِنَّا كَذٰلِكَ نَجْزِى الْمُحْسِنِيْنَ;"qad ṣaddaqtar-ru`yā, innā każālika najzil-muḥsinīn";"qad ṣad daq tar ru` yā , in nā ka żā li ka naj zil muḥ si nīn"
37;106;اِنَّ هٰذَا لَهُوَ الْبَلٰۤؤُا الْمُبِيْنُ;inna hāżā lahuwal-balā`ul mubīn;in na hā żā la hu wal ba lā `ul mu bīn
37;107;وَفَدَيْنٰهُ بِذِبْحٍ عَظِيْمٍ;wa fadaināhu biżib-ḥin 'aẓīm;wa fa dai nā hu bi żib ḥin 'a ẓīm
37;108;وَتَرَكْنَا عَلَيْهِ فِى الْاٰخِرِيْنَ ۖ ;wa taraknā 'alaihi fil-ākhirīn;wa ta rak nā 'a lai hi fil ā khi rīn
37;109;سَلٰمٌ عَلٰٓى اِبْرٰهِيْمَ;salāmun 'alā ibrāhīm;sa lā mun 'a lā ib rā hīm
37;110;كَذٰلِكَ نَجْزِى الْمُحْسِنِيْنَ;każālika najzil-muḥsinīn;ka żā li ka naj zil muḥ si nīn
37;111;اِنَّهٗ مِنْ عِبَادِنَا الْمُؤْمِنِيْنَ;innahụ min 'ibādinal-mu`minīn;in na hụ min 'i bā di nal mu` mi nīn
37;112;وَبَشَّرْنٰهُ بِاِسْحٰقَ نَبِيًّا مِّنَ الصّٰلِحِيْنَ;wa basysyarnāhu bi`is-ḥāqa nabiyyam minaṣ-ṣāliḥīn;wa basy syar nā hu bi `is ḥā qa na biy yam mi naṣ ṣā li ḥīn
37;114;وَلَقَدْ مَنَنَّا عَلٰى مُوْسٰى وَهٰرُوْنَ ۚ ;wa laqad manannā 'alā mụsā wa hārụn;wa la qad ma nan nā 'a lā mụ sā wa hā rụn
37;115;وَنَجَّيْنٰهُمَا وَقَوْمَهُمَا مِنَ الْكَرْبِ الْعَظِيْمِۚ ;wa najjaināhumā wa qaumahumā minal-karbil-'aẓīm;wa naj jai nā hu mā wa qau ma hu mā mi nal kar bil 'a ẓīm
37;116;وَنَصَرْنٰهُمْ فَكَانُوْا هُمُ الْغٰلِبِيْنَۚ ;wa naṣarnāhum fa kānụ humul-gālibīn;wa na ṣar nā hum fa kā nụ hu mul gā li bīn
37;117;وَاٰتَيْنٰهُمَا الْكِتٰبَ الْمُسْتَبِيْنَ ۚ ;wa ātaināhumal-kitābal-mustabīn;wa ā tai nā hu mal ki tā bal mus ta bīn
37;118;وَهَدَيْنٰهُمَا الصِّرَاطَ الْمُسْتَقِيْمَۚ ;wa hadaināhumaṣ-ṣirāṭal-mustaqīm;wa ha dai nā hu maṣ ṣi rā ṭal mus ta qīm
37;119;وَتَرَكْنَا عَلَيْهِمَا فِى الْاٰخِرِيْنَ ۖ ;wa taraknā 'alaihimā fil-ākhirīn;wa ta rak nā 'a lai hi mā fil ā khi rīn
37;120;سَلٰمٌ عَلٰى مُوْسٰى وَهٰرُوْنَ;salāmun 'alā mụsā wa hārụn;sa lā mun 'a lā mụ sā wa hā rụn
37;121;اِنَّا كَذٰلِكَ نَجْزِى الْمُحْسِنِيْنَ;innā każālika najzil-muḥsinīn;in nā ka żā li ka naj zil muḥ si nīn
37;122;اِنَّهُمَا مِنْ عِبَادِنَا الْمُؤْمِنِيْنَ;innahumā min 'ibādinal-mu`minīn;in na hu mā min 'i bā di nal mu` mi nīn
37;123;وَاِنَّ اِلْيَاسَ لَمِنَ الْمُرْسَلِيْنَۗ ;wa inna ilyāsa laminal-mursalīn;wa in na il yā sa la mi nal mur sa līn
37;124;اِذْ قَالَ لِقَوْمِهٖٓ اَلَا تَتَّقُوْنَ;iż qāla liqaumihī alā tattaqụn;iż qā la li qau mi hī a lā tat ta qụn
37;125;اَتَدْعُوْنَ بَعْلًا وَّتَذَرُوْنَ اَحْسَنَ الْخَالِقِيْنَۙ;a tad'ụna ba'law wa tażarụna aḥsanal-khāliqīn;a tad 'ụ na ba' law wa ta ża rụ na aḥ sa nal khā li qīn
37;126;اللّٰهَ رَبَّكُمْ وَرَبَّ اٰبَاۤىِٕكُمُ الْاَوَّلِيْنَ;allāha rabbakum wa rabba ābā`ikumul-awwalīn;all llā ha rab ba kum wa rab ba ā bā `i ku mul aw wa līn
37;127;فَكَذَّبُوْهُ فَاِنَّهُمْ لَمُحْضَرُوْنَۙ;fa każżabụhu fa innahum lamuḥḍarụn;fa każ ża bụ hu fa in na hum la muḥ ḍa rụn
37;128;اِلَّا عِبَادَ اللّٰهِ الْمُخْلَصِيْنَ;illā 'ibādallāhil-mukhlaṣīn;il lā 'i bā dall llā hil mukh la ṣīn
37;129;وَتَرَكْنَا عَلَيْهِ فِى الْاٰخِرِيْنَ ۙ;wa taraknā 'alaihi fil-ākhirīn;wa ta rak nā 'a lai hi fil ā khi rīn
37;130;سَلٰمٌ عَلٰٓى اِلْ يَاسِيْنَ;salāmun 'alā ilyāsīn;sa lā mun 'a lā il yā sīn
37;131;اِنَّا كَذٰلِكَ نَجْزِى الْمُحْسِنِيْنَ;innā każālika najzil-muḥsinīn;in nā ka żā li ka naj zil muḥ si nīn
37;132;اِنَّهٗ مِنْ عِبَادِنَا الْمُؤْمِنِيْنَ;innahụ min 'ibādinal-mu`minīn;in na hụ min 'i bā di nal mu` mi nīn
37;133;وَاِنَّ لُوْطًا لَّمِنَ الْمُرْسَلِيْنَۗ ;wa inna lụṭal laminal-mursalīn;wa in na lụ ṭal la mi nal mur sa līn
37;134;اِذْ نَجَّيْنٰهُ وَاَهْلَهٗٓ اَجْمَعِيْۙنَ;iż najjaināhu wa ahlahū ajma'īn;iż naj jai nā hu wa ah la hū aj ma 'īn
37;135;اِلَّا عَجُوْزًا فِى الْغٰبِرِيْنَ;illā 'ajụzan fil-gābirīn;il lā 'a jụ zan fil gā bi rīn
37;136;ثُمَّ دَمَّرْنَا الْاٰخَرِيْنَ;ṡumma dammarnal-ākharīn;ṡum ma dam mar nal ā kha rīn
37;137;وَاِنَّكُمْ لَتَمُرُّوْنَ عَلَيْهِمْ مُّصْبِحِيْنَۙ;wa innakum latamurrụna 'alaihim muṣbiḥīn;wa in na kum la ta mur rụ na 'a lai him muṣ bi ḥīn
37;138;وَبِالَّيْلِۗ اَفَلَا تَعْقِلُوْنَ ࣖ ;"wa bil-laīl, a fa lā ta'qilụn";"wa bil laīl , a fa lā ta' qi lụn"
37;139;وَاِنَّ يُوْنُسَ لَمِنَ الْمُرْسَلِيْنَۗ ;wa inna yụnusa laminal-mursalīn;wa in na yụ nu sa la mi nal mur sa līn
37;140;اِذْ اَبَقَ اِلَى الْفُلْكِ الْمَشْحُوْنِۙ;iż abaqa ilal-fulkil-masy-ḥụn;iż a ba qa i lal ful kil masy ḥụn
37;141;فَسَاهَمَ فَكَانَ مِنَ الْمُدْحَضِيْنَۚ;fa sāhama fa kāna minal-mud-ḥaḍīn;fa sā ha ma fa kā na mi nal mud ḥa ḍīn
37;142;فَالْتَقَمَهُ الْحُوْتُ وَهُوَ مُلِيْمٌ ;faltaqamahul-ḥụtu wa huwa mulīm;fal ta qa ma hul ḥụ tu wa hu wa mu līm
37;143;فَلَوْلَآ اَنَّهٗ كَانَ مِنَ الْمُسَبِّحِيْنَ ۙ;falau lā annahụ kāna minal-musabbiḥīn;fa lau lā an na hụ kā na mi nal mu sab bi ḥīn
37;144;لَلَبِثَ فِيْ بَطْنِهٖٓ اِلٰى يَوْمِ يُبْعَثُوْنَۚ ;lalabiṡa fī baṭnihī ilā yaumi yub'aṡụn;la la bi ṡa fī baṭ ni hī i lā yau mi yub 'a ṡụn
37;145;فَنَبَذْنٰهُ بِالْعَرَاۤءِ وَهُوَ سَقِيْمٌ ۚ ;fa nabażnāhu bil-'arā`i wa huwa saqīm;fa na baż nā hu bil 'a rā `i wa hu wa sa qīm
37;146;وَاَنْۢبَتْنَا عَلَيْهِ شَجَرَةً مِّنْ يَّقْطِيْنٍۚ ;wa ambatnā 'alaihi syajaratam miy yaqṭīn;wa am bat nā 'a lai hi sya ja ra tam miy yaq ṭīn
37;147;وَاَرْسَلْنٰهُ اِلٰى مِائَةِ اَلْفٍ اَوْ يَزِيْدُوْنَۚ ;wa arsalnāhu ilā mi`ati alfin au yazīdụn;wa ar sal nā hu i lā mi `a ti al fin au ya zī dụn
37;148;فَاٰمَنُوْا فَمَتَّعْنٰهُمْ اِلٰى حِيْنٍ;fa āmanụ fa matta'nāhum ilā ḥīn;fa ā ma nụ fa mat ta' nā hum i lā ḥīn
37;149;فَاسْتَفْتِهِمْ اَلِرَبِّكَ الْبَنَاتُ وَلَهُمُ الْبَنُوْنَۚ ;fastaftihim a lirabbikal-banātu wa lahumul-banụn;fas taf ti him a li rab bi kal ba nā tu wa la hu mul ba nụn
37;150;اَمْ خَلَقْنَا الْمَلٰۤىِٕكَةَ اِنَاثًا وَّهُمْ شَاهِدُوْنَ;am khalaqnal-malā`ikata ināṡaw wa hum syāhidụn;am kha laq nal ma lā `i ka ta i nā ṡaw wa hum syā hi dụn
37;151;اَلَآ اِنَّهُمْ مِّنْ اِفْكِهِمْ لَيَقُوْلُوْنَۙ;alā innahum min ifkihim layaqụlụn;a lā in na hum min if ki him la ya qụ lụn
37;152;وَلَدَ اللّٰهُ ۙوَاِنَّهُمْ لَكٰذِبُوْنَۙ;waladallāhu wa innahum lakāżibụn;wa la dall llā hu wa in na hum la kā żi bụn
37;153;اَصْطَفَى الْبَنَاتِ عَلَى الْبَنِيْنَۗ ;aṣṭafal-banāti 'alal-banīn;aṣ ṭa fal ba nā ti 'a lal ba nīn
37;154;مَا لَكُمْۗ  كَيْفَ تَحْكُمُوْنَ;"mā lakum, kaifa taḥkumụn";"mā la kum , kai fa taḥ ku mụn"
37;155;اَفَلَا تَذَكَّرُوْنَۚ ;a fa lā tażakkarụn;a fa lā ta żak ka rụn
37;156;اَمْ لَكُمْ سُلْطٰنٌ مُّبِيْنٌۙ;am lakum sulṭānum mubīn;am la kum sul ṭā num mu bīn
37;157;فَأْتُوْا بِكِتٰبِكُمْ اِنْ كُنْتُمْ صٰدِقِيْنَ;fa`tụ bikitābikum ing kuntum ṣādiqīn;fa` tụ bi ki tā bi kum ing kun tum ṣā di qīn
37;159;سُبْحٰنَ اللّٰهِ عَمَّا يَصِفُوْنَۙ;sub-ḥanallāhi 'ammā yaṣifụn;sub ḥa nall llā hi 'am mā ya ṣi fụn
37;160;اِلَّا عِبَادَ اللّٰهِ الْمُخْلَصِيْنَ;illā 'ibādallāhil-mukhlaṣīn;il lā 'i bā dall llā hil mukh la ṣīn
37;161;فَاِنَّكُمْ وَمَا تَعْبُدُوْنَۙ;fa innakum wa mā ta'budụn;fa in na kum wa mā ta' bu dụn
37;162;مَآ اَنْتُمْ عَلَيْهِ بِفَاتِنِيْنَۙ;mā antum 'alaihi bifātinīn;mā an tum 'a lai hi bi fā ti nīn
37;163;اِلَّا مَنْ هُوَ صَالِ الْجَحِيْمِ;illā man huwa ṣālil-jaḥīm;il lā man hu wa ṣā lil ja ḥīm
37;164;وَمَا مِنَّآ اِلَّا لَهٗ مَقَامٌ مَّعْلُوْمٌۙ;wa mā minnā illā lahụ maqāmum ma'lụm;wa mā min nā il lā la hụ ma qā mum ma' lụm
37;165;وَاِنَّا لَنَحْنُ الصَّۤافُّوْنَۖ;wa innā lanaḥnuṣ-ṣāffụn;wa in nā la naḥ nuṣ ṣāf fụn
37;166;وَاِنَّا لَنَحْنُ الْمُسَبِّحُوْنَ;wa innā lanaḥnul-musabbiḥụn;wa in nā la naḥ nul mu sab bi ḥụn
37;167;وَاِنْ كَانُوْا لَيَقُوْلُوْنَۙ;wa ing kānụ layaqụlụn;wa ing kā nụ la ya qụ lụn
37;168;لَوْ اَنَّ عِنْدَنَا ذِكْرًا مِّنَ الْاَوَّلِيْنَۙ;lau anna 'indanā żikram minal-awwalīn;lau an na 'in da nā żik ram mi nal aw wa līn
37;169;لَكُنَّا عِبَادَ اللّٰهِ الْمُخْلَصِيْنَ;lakunnā 'ibādallāhil-mukhlaṣīn;la kun nā 'i bā dall llā hil mukh la ṣīn
37;170;فَكَفَرُوْا بِهٖۚ فَسَوْفَ يَعْلَمُوْنَ;"fa kafarụ bih, fa saufa ya'lamụn";"fa ka fa rụ bih , fa sau fa ya' la mụn"
37;171;وَلَقَدْ سَبَقَتْ كَلِمَتُنَا لِعِبَادِنَا الْمُرْسَلِيْنَ ۖ;wa laqad sabaqat kalimatunā li'ibādinal-mursalīn;wa la qad sa ba qat ka li ma tu nā li 'i bā di nal mur sa līn
37;172;اِنَّهُمْ لَهُمُ الْمَنْصُوْرُوْنَۖ;innahum lahumul-manṣụrụn;in na hum la hu mul man ṣụ rụn
37;173;وَاِنَّ جُنْدَنَا لَهُمُ الْغٰلِبُوْنَ;wa inna jundanā lahumul-gālibụn;wa in na jun da nā la hu mul gā li bụn
37;174;فَتَوَلَّ عَنْهُمْ حَتّٰى حِيْنٍۙ;fa tawalla 'an-hum ḥattā ḥīn;fa ta wal la 'an hum ḥat tā ḥīn
37;175;وَّاَبْصِرْهُمْۗ فَسَوْفَ يُبْصِرُوْنَ;"wa abṣir-hum, fa saufa yubṣirụn";"wa ab ṣir hum , fa sau fa yub ṣi rụn"
37;176;اَفَبِعَذَابِنَا يَسْتَعْجِلُوْنَ;a fa bi'ażābinā yasta'jilụn;a fa bi 'a żā bi nā yas ta' ji lụn
37;177;فَاِذَا نَزَلَ بِسَاحَتِهِمْ فَسَاۤءَ صَبَاحُ الْمُنْذَرِيْنَ;fa iżā nazala bisāḥatihim fa sā`a ṣabāḥul-munżarīn;fa i żā na za la bi sā ḥa ti him fa sā `a ṣa bā ḥul mun ża rīn
37;178;وَتَوَلَّ عَنْهُمْ حَتّٰى حِيْنٍۙ;wa tawalla 'an-hum ḥattā ḥīn;wa ta wal la 'an hum ḥat tā ḥīn
37;179;وَّاَبْصِرْۗ فَسَوْفَ يُبْصِرُوْنَ;"wa abṣir, fa saufa yubṣirụn";"wa ab ṣir , fa sau fa yub ṣi rụn"
37;180;سُبْحٰنَ رَبِّكَ رَبِّ الْعِزَّةِ عَمَّا يَصِفُوْنَۚ;sub-ḥāna rabbika rabbil-'izzati 'ammā yaṣifụn;sub ḥā na rab bi ka rab bil 'iz za ti 'am mā ya ṣi fụn
37;181;وَسَلٰمٌ عَلَى الْمُرْسَلِيْنَۚ ;wa salāmun 'alal-mursalīn;wa sa lā mun 'a lal mur sa līn
37;182;وَالْحَمْدُ لِلّٰهِ رَبِّ الْعٰلَمِيْنَ ࣖ;wal-ḥamdu lillāhi rabbil-'ālamīn;wal ḥam du lil lā hi rab bil 'ā la mīn
38;1;صۤ ۗوَالْقُرْاٰنِ ذِى الذِّكْرِۗ;"shād, wal-qur`āni żiż-żikr";"shād , wal qur `ā ni żiż żikr"
38;2;بَلِ الَّذِيْنَ كَفَرُوْا فِيْ عِزَّةٍ وَّشِقَاقٍ;balillażīna kafarụ fī 'izzatiw wa syiqāq;ba lil la żī na ka fa rụ fī 'iz za tiw wa syi qāq
38;3;كَمْ اَهْلَكْنَا مِنْ قَبْلِهِمْ مِّنْ قَرْنٍ فَنَادَوْا وَّلَاتَ حِيْنَ مَنَاصٍ;kam ahlaknā ming qablihim ming qarnin fa nādaw wa lāta ḥīna manāṣ;kam ah lak nā ming qab li him ming qar nin fa nā daw wa lā ta ḥī na ma nāṣ
38;4;وَعَجِبُوْٓا اَنْ جَاۤءَهُمْ مُّنْذِرٌ مِّنْهُمْ ۖوَقَالَ الْكٰفِرُوْنَ هٰذَا سٰحِرٌ كَذَّابٌۚ;wa 'ajibū an jā`ahum munżirum min-hum wa qālal-kāfirụna hāżā sāḥirung każżāb;wa 'a ji bū an jā `a hum mun żi rum min hum wa qā lal kā fi rụ na hā żā sā ḥi rung każ żāb
38;5;اَجَعَلَ الْاٰلِهَةَ اِلٰهًا وَّاحِدًا ۖاِنَّ هٰذَا لَشَيْءٌ عُجَابٌ;a ja'alal-ālihata ilāhaw wāḥidan inna hāżā lasyai`un 'ujāb;a ja 'a lal ā li ha ta i lā haw wā ḥi dan in na hā żā la syai `un 'u jāb
38;7;مَا سَمِعْنَا بِهٰذَا فِى الْمِلَّةِ الْاٰخِرَةِ ۖاِنْ هٰذَآ اِلَّا اخْتِلَاقٌۚ;mā sami'nā bihāżā fil-millatil-ākhirati in hāżā illakhtilāq;mā sa mi' nā bi hā żā fil mil la til ā khi ra ti in hā żā il lakh ti lāq
38;9;اَمْ عِنْدَهُمْ خَزَاۤىِٕنُ رَحْمَةِ رَبِّكَ الْعَزِيْزِ الْوَهَّابِۚ;am 'indahum khazā`inu raḥmati rabbikal-'azīzil wahhāb;am 'in da hum kha zā `i nu raḥ ma ti rab bi kal 'a zī zil wah hāb
38;10;اَمْ لَهُمْ مُّلْكُ السَّمٰوٰتِ وَالْاَرْضِ وَمَا بَيْنَهُمَا ۗفَلْيَرْتَقُوْا فِى الْاَسْبَابِ;"am lahum mulkus-samāwāti wal-arḍi wa mā bainahumā, falyartaqụ fil-asbāb";"am la hum mul kus sa mā wā ti wal ar ḍi wa mā bai na hu mā , fal yar ta qụ fil as bāb"
38;11;جُنْدٌ مَّا هُنَالِكَ مَهْزُوْمٌ مِّنَ الْاَحْزَابِ;jundum mā hunālika mahzụmum minal-aḥzāb;jun dum mā hu nā li ka mah zụ mum mi nal aḥ zāb
38;12;كَذَّبَتْ قَبْلَهُمْ قَوْمُ نُوْحٍ وَّعَادٌ وَّفِرْعَوْنُ ذُو الْاَوْتَادِۙ;każżabat qablahum qaumu nụḥiw wa 'āduw wa fir'aunu żul-autād;każ ża bat qab la hum qau mu nụ ḥiw wa 'ā duw wa fir 'au nu żul au tād
