id;aya;sura;transcript;created_at;updated_at
2766;92;23;ā li mil gai bi wasy sya hā da ti fa ta 'ā lā 'am mā yusy ri kụn;;
2767;93;23;qur rab bi im mā tu ri yan nī mā yụ 'a dụn;;
2768;94;23;rab bi fa lā taj 'al nī fil qau miẓ ẓā li mīn;;
2769;95;23;wa in nā 'a lā an nu ri ya ka mā na 'i du hum la qā di rụn;;
2770;96;23;"id fa' bil la tī hi ya aḥ sa nus say yi `ah , naḥ nu a' la mu bi mā ya ṣi fụn";;
2771;97;23;wa qur rab bi a 'ụ żu bi ka min ha ma zā tisy sya yā ṭīn;;
2772;98;23;wa a 'ụ żu bi ka rab bi ay yaḥ ḍu rụn;;
2773;99;23;ḥat tā i żā jā `a a ḥa da hu mul mau tu qā la rab bir ji 'ụn;;
2774;100;23;"la 'al lī a' ma lu ṣā li ḥan fī mā ta rak tu kal lā , in na hā ka li ma tun hu wa qā `i lu hā , wa miw wa rā `i him bar za khun i lā yau mi yub 'a ṡụn";;2020-07-22 14:57:06
2775;101;23;fa i żā nu fi kha fiṣ ṣụ ri fa lā an sā ba bai na hum yau ma `i żiw wa lā ya ta sā `a lụn;;
2776;102;23;fa man ṡa qu lat ma wā zī nu hụ fa u lā `i ka hu mul muf li ḥụn;;
2777;103;23;wa man khaf fat ma wā zī nu hụ fa u lā `i kal la żī na kha si rū an fu sa hum fī ja han na ma khā li dụn;;
2778;104;23;tal fa ḥu wu jụ ha hu mun nā ru wa hum fī hā kā li ḥụn;;
2779;105;23;a lam ta kun ā yā tī tut lā 'a lai kum fa kun tum bi hā tu każ żi bụn;;
2780;106;23;qā lụ rab ba nā ga la bat 'a lai nā syiq wa tu nā wa kun nā qau man ḍāl līn;;
2781;107;23;rab ba nā akh rij nā min hā fa in 'ud nā fa in nā ẓā li mụn;;
2782;108;23;qā lakh sa `ụ fī hā wa lā tu kal li mụn;;
2783;109;23;in na hụ kā na fa rī qum min 'i bā dī ya qụ lụ na rab ba nā ā man nā fag fir la nā war ḥam nā wa an ta khai rur rā ḥi mīn;;
2784;110;23;fat ta khaż tu mụ hum sikh riy yan ḥat tā an sau kum żik rī wa kun tum min hum taḍ ḥa kụn;;
2785;111;23;in nī ja zai tu hu mul yau ma bi mā ṣa ba rū an na hum hu mul fā `i zụn;;
2786;112;23;qā la kam la biṡ tum fil ar ḍi 'a da da si nīn;;
2787;113;23;qā lụ la biṡ nā yau man au ba' ḍa yau min fas `a lil 'ād dīn;;
2788;114;23;qā la il la biṡ tum il lā qa lī lal lau an na kum kun tum ta' la mụn;;
2789;115;23;a fa ḥa sib tum an na mā kha laq nā kum 'a ba ṡaw wa an na kum i lai nā lā tur ja 'ụn;;
2790;116;23;"fa ta 'ā lall llā hul ma li kul ḥaqq , lā i lā ha il lā huw , rab bul 'ar syil ka rīm";;
2791;117;23;"wa may yad 'u ma 'all llā hi i lā han ā kha ra lā bur hā na la hụ bi hī fa in na mā ḥi sā bu hụ 'in da rab bih , in na hụ lā yuf li ḥul kā fi rụn";;
2792;118;23;wa qur rab big fir war ḥam wa an ta khai rur rā ḥi mīn;;
2793;1;24;sụ ra tun an zal nā hā wa fa raḍ nā hā wa an zal nā fī hā ā yā tim bay yi nā til la 'al la kum ta żak ka rụn;;
2794;2;24;"az zā ni ya tu waz zā nī faj li dụ kul la wā ḥi dim min hu mā mi `a ta jal da tiw wa lā ta` khuż kum bi hi mā ra` fa tun fī dī nil lā hi ing kun tum tu` mi nụ na bil lā hi wal yau mil ā khir , wal yasy had 'a żā ba hu mā ṭā `i fa tum mi nal mu` mi nīn";;
2795;3;24;"az zā nī lā yang ki ḥu il lā zā ni ya tan au musy ri ka taw waz zā ni ya tu lā yang ki ḥu hā il lā zā nin au musy rik , wa ḥur ri ma żā li ka 'a lal mu` mi nīn";;
2796;4;24;"wal la żī na yar mụ nal muḥ ṣa nā ti ṡum ma lam ya` tụ bi `ar ba 'a ti syu ha dā `a faj li dụ hum ṡa mā nī na jal da taw wa lā taq ba lụ la hum sya hā da tan a ba dā , wa u lā `i ka hu mul fā si qụn";;
2797;5;24;"il lal la żī na tā bụ mim ba' di żā li ka wa aṣ la ḥụ , fa in nall llā ha ga fụ rur ra ḥīm";;
2798;6;24;wal la żī na yar mụ na az wā ja hum wa lam ya kul la hum syu ha dā `u il lā an fu su hum fa sya hā da tu a ḥa di him ar ba 'u sya hā dā tim bil lā hi in na hụ la mi naṣ ṣā di qīn;;
2799;7;24;wal khā mi sa tu an na la' na tall llā hi 'a lai hi ing kā na mi nal kā żi bīn;;
2800;8;24;wa yad ra `u 'an hal 'a żā ba an tasy ha da ar ba 'a sya hā dā tim bil lā hi in na hụ la mi nal kā żi bīn;;
2801;9;24;wal khā mi sa ta an na ga ḍa ball llā hi 'a lai hā ing kā na mi naṣ ṣā di qīn;;
2802;10;24;wa lau lā faḍ lull llā hi 'a lai kum wa raḥ ma tu hụ wa an nall llā ha taw wā bun ḥa kīm;;
2803;11;24;"in nal la żī na jā `ụ bil if ki 'uṣ ba tum ming kum , lā taḥ sa bụ hu syar ral la kum , bal hu wa khai rul la kum , li kul lim ri `im min hum mak ta sa ba mi nal iṡm , wal la żī ta wal lā kib ra hụ min hum la hụ 'a żā bun 'a ẓīm";;2020-07-22 14:57:06
2804;12;24;lau lā iż sa mi' tu mụ hu ẓan nal mu` mi nụ na wal mu` mi nā tu bi `an fu si him khai raw wa qā lụ hā żā if kum mu bīn;;
2805;13;24;"lau lā jā `ụ 'a lai hi bi `ar ba 'a ti syu ha dā` , fa iż lam ya` tụ bisy syu ha dā `i fa u lā `i ka 'in dall llā hi hu mul kā żi bụn";;
2806;14;24;wa lau lā faḍ lull llā hi 'a lai kum wa raḥ ma tu hụ fid dun yā wal ā khi ra ti la mas sa kum fī mā a faḍ tum fī hi 'a żā bun 'a ẓīm;;
2807;15;24;iż ta laq qau na hụ bi `al si na ti kum wa ta qụ lụ na bi `af wā hi kum mā lai sa la kum bi hī 'il muw wa taḥ sa bụ na hụ hay yi naw wa hu wa 'in dall llā hi 'a ẓīm;;
2808;16;24;wa lau lā iż sa mi' tu mụ hu qul tum mā ya kụ nu la nā an na ta kal la ma bi hā żā sub ḥā na ka hā żā buh tā nun 'a ẓīm;;
2809;17;24;ya 'i ẓu ku mull llā hu an ta 'ụ dụ li miṡ li hī a ba dan ing kun tum mu` mi nīn;;
2810;18;24;"wa yu bay yi null llā hu la ku mul ā yāt , wall llā hu 'a lī mun ḥa kīm";;
2811;19;24;"in nal la żī na yu ḥib bụ na an ta syī 'al fā ḥi sya tu fil la żī na ā ma nụ la hum 'a żā bun a lī mun fid dun yā wal ā khi rah , wall llā hu ya' la mu wa an tum lā ta' la mụn";;
2812;20;24;wa lau lā faḍ lull llā hi 'a lai kum wa raḥ ma tu hụ wa an nall llā ha ra `ụ fur ra ḥīm;;
2813;21;24;"yā ay yu hal la żī na ā ma nụ lā tat ta bi 'ụ khu ṭu wā tisy syai ṭān , wa may yat ta bi' khu ṭu wā tisy syai ṭā ni fa in na hụ ya` mu ru bil faḥ syā `i wal mung kar , wa lau lā faḍ lull llā hi 'a lai kum wa raḥ ma tu hụ mā za kā ming kum min a ḥa din a ba daw wa lā kin nall llā ha yu zak kī may ya syā` , wall llā hu sa mī 'un 'a līm";;
2814;22;24;"wa lā ya` ta li u lul faḍ li ming kum was sa 'a ti ay yu` tū u lil qur bā wal ma sā kī na wal mu hā ji rī na fī sa bī lil lā hi wal ya' fụ wal yaṣ fa ḥụ , a lā tu ḥib bụ na ay yag fi rall llā hu la kum , wall llā hu ga fụ rur ra ḥīm";;
2815;23;24;in nal la żī na yar mụ nal muḥ ṣa nā til gā fi lā til mu` mi nā ti lu 'i nụ fid dun yā wal ā khi ra ti wa la hum 'a żā bun 'a ẓīm;;
2816;24;24;yau ma tasy ha du 'a lai him al si na tu hum wa ai dī him wa ar ju lu hum bi mā kā nụ ya' ma lụn;;
2817;25;24;yau ma `i żiy yu waf fī hi mull llā hu dī na hu mul ḥaq qa wa ya' la mụ na an nall llā ha hu wal ḥaq qul mu bīn;;
2818;26;24;"al kha bī ṡā tu lil kha bī ṡī na wal kha bī ṡụ na lil kha bī ṡāt , waṭ ṭay yi bā tu liṭ ṭay yi bī na waṭ ṭay yi bụ na liṭ ṭay yi bāt , u lā `i ka mu bar ra `ụ na mim mā ya qụ lụn , la hum mag fi ra tuw wa riz qung ka rīm";;
2819;27;24;"yā ay yu hal la żī na ā ma nụ lā tad khu lụ bu yụ tan gai ra bu yụ ti kum ḥat tā tas ta` ni sụ wa tu sal li mụ 'a lā ah li hā , żā li kum khai rul la kum la 'al la kum ta żak ka rụn";;
2820;28;24;"fa il lam ta ji dụ fī hā a ḥa dan fa lā tad khu lụ hā ḥat tā yu` ża na la kum wa ing qī la la ku mur ji 'ụ far ji 'ụ hu wa az kā la kum , wall llā hu bi mā ta' ma lụ na 'a līm";;
2821;29;24;"lai sa 'a lai kum ju nā ḥun an tad khu lụ bu yụ tan gai ra mas kụ na tin fī hā ma tā 'ul la kum , wall llā hu ya' la mu mā tub dụ na wa mā tak tu mụn";;
2822;30;24;"qul lil mu` mi nī na ya guḍ ḍụ min ab ṣā ri him wa yaḥ fa ẓụ fu rụ ja hum , żā li ka az kā la hum , in nall llā ha kha bī rum bi mā yaṣ na 'ụn";;
2823;31;24;"wa qul lil mu` mi nā ti yag ḍuḍ na min ab ṣā ri hin na wa yaḥ faẓ na fu rụ ja hun na wa lā yub dī na zī na ta hun na il lā mā ẓa ha ra min hā wal yaḍ rib na bi khu mu ri hin na 'a lā ju yụ bi hin na wa lā yub dī na zī na ta hun na il lā li bu 'ụ la ti hin na au ā bā `i hin na au ā bā `i bu 'ụ la ti hin na au ab nā `i hin na au ab nā `i bu 'ụ la ti hin na au ikh wā ni hin na au ba nī ikh wā ni hin na au ba nī a kha wā ti hin na au ni sā `i hin na au mā ma la kat ai mā nu hun na a wit tā bi 'ī na gai ri u lil ir ba ti mi nar ri jā li a wiṭ ṭif lil la żī na lam yaẓ ha rụ 'a lā 'au rā tin ni sā `i wa lā yaḍ rib na bi `ar ju li hin na li yu' la ma mā yukh fī na min zī na ti hinn , wa tụ bū i lall llā hi ja mī 'an ay yu hal mu` mi nụ na la 'al la kum tuf li ḥụn";;
2824;32;24;"wa ang ki ḥul a yā mā ming kum waṣ ṣā li ḥī na min 'i bā di kum wa i mā `i kum , iy ya kụ nụ fu qa rā `a yug ni hi mull llā hu min faḍ lih , wall llā hu wā si 'un 'a līm";;
2825;33;24;"wal yas ta' fi fil la żī na lā ya ji dụ na ni kā ḥan ḥat tā yug ni ya hu mull llā hu min faḍ lih , wal la żī na yab ta gụ nal ki tā ba mim mā ma la kat ai mā nu kum fa kā ti bụ hum in 'a lim tum fī him khai raw wa ā tụ hum mim mā lil lā hil la żī ā tā kum , wa lā tuk ri hụ fa ta yā ti kum 'a lal bi gā `i in a rad na ta ḥaṣ ṣu nal li tab ta gụ 'a ra ḍal ḥa yā tid dun yā , wa may yuk rih hun na fa in nall llā ha mim ba' di ik rā hi hin na ga fụ rur ra ḥīm";;
2826;34;24;wa la qad an zal nā i lai kum ā yā tim mu bay yi nā tiw wa ma ṡa lam mi nal la żī na kha lau ming qab li kum wa mau 'i ẓa tal lil mut ta qīn;;
2827;35;24;"all llā hu nụ rus sa mā wā ti wal arḍ , ma ṡa lu nụ ri hī ka misy kā tin fī hā miṣ bāḥ , al miṣ bā ḥu fī zu jā jah , az zu jā ja tu ka `an na hā kau ka bun dur riy yuy yụ qa du min sya ja ra tim mu bā ra ka tin zai tụ na til lā syar qiy ya tiw wa lā gar biy ya tiy ya kā du zai tu hā yu ḍī `u wa lau lam tam sas hu nār , nụ run 'a lā nụr , yah dil lā hu li nụ ri hī may ya syā` , wa yaḍ ri bull llā hul am ṡā la lin nās , wall llā hu bi kul li syai `in 'a līm";;
2828;36;24;fī bu yụ tin a żi nall llā hu an tur fa 'a wa yuż ka ra fī has mu hụ yu sab bi ḥu la hụ fī hā bil gu duw wi wal ā ṣāl;;
2829;37;24;ri jā lul lā tul hī him ti jā ra tuw wa lā bai 'un 'an żik ril lā hi wa i qā miṣ ṣa lā ti wa ī tā `iz za kā ti ya khā fụ na yau man ta ta qal la bu fī hil qu lụ bu wal ab ṣār;;
2830;38;24;"li yaj zi ya hu mull llā hu aḥ sa na mā 'a mi lụ wa ya zī da hum min faḍ lih , wall llā hu yar zu qu may ya syā `u bi gai ri ḥi sāb";;
2831;39;24;"wal la żī na ka fa rū a' mā lu hum ka sa rā bim bi qī 'a tiy yaḥ sa bu huẓ ẓam `ā nu mā `ā , ḥat tā i żā jā `a hụ lam ya jid hu syai `aw wa wa ja dall llā ha 'in da hụ fa waf fā hu ḥi sā bah , wall llā hu sa rī 'ul ḥi sāb";;
2832;40;24;"au ka ẓu lu mā tin fī baḥ ril luj jiy yiy yag syā hu mau jum min fau qi hī mau jum min fau qi hī sa ḥāb , ẓu lu mā tum ba' ḍu hā fau qa ba'ḍ , i żā akh ra ja ya da hụ lam ya kad ya rā hā , wa mal lam yaj 'a lil lā hu la hụ nụ ran fa mā la hụ min nụr";;
2833;41;24;"a lam ta ra an nall llā ha yu sab bi ḥu la hụ man fis sa mā wā ti wal ar ḍi waṭ ṭai ru ṣāf fāt , kul lung qad 'a li ma ṣa lā ta hụ wa tas bī ḥah , wall llā hu 'a lī mum bi mā yaf 'a lụn";;
2834;42;24;"wa lil lā hi mul kus sa mā wā ti wal arḍ , wa i lall llā hil ma ṣīr";;
2835;43;24;"a lam ta ra an nall llā ha yuz jī sa ḥā ban ṡum ma yu `al li fu bai na hụ ṡum ma yaj 'a lu hụ ru kā man fa ta ral wad qa yakh ru ju min khi lā lih , wa yu naz zi lu mi nas sa mā `i min ji bā lin fī hā mim ba ra din fa yu ṣī bu bi hī may ya syā `u wa yaṣ ri fu hụ 'am may ya syā` , ya kā du sa nā bar qi hī yaż ha bu bil ab ṣār";;
2836;44;24;"yu qal li bull llā hul lai la wan na hār , in na fī żā li ka la 'ib ra tal li `u lil ab ṣār";;
2837;45;24;"wall llā hu kha la qa kul la dāb ba tim mim mā` , fa min hum may yam syī 'a lā baṭ nih , wa min hum may yam syī 'a lā rij laīn , wa min hum may yam syī 'a lā ar ba' , yakh lu qull llā hu mā ya syā` , in nall llā ha 'a lā kul li syai `ing qa dīr";;
2838;46;24;"la qad an zal nā ā yā tim mu bay yi nāt , wall llā hu yah dī may ya syā `u i lā ṣi rā ṭim mus ta qīm";;
2839;47;24;"wa ya qụ lụ na ā man nā bil lā hi wa bir ra sụ li wa a ṭa' nā ṡum ma ya ta wal lā fa rī qum min hum mim ba' di żā lik , wa mā u lā `i ka bil mu` mi nīn";;2020-07-22 14:57:06
2840;48;24;wa i żā du 'ū i lall llā hi wa ra sụ li hī li yaḥ ku ma bai na hum i żā fa rī qum min hum mu' ri ḍụn;;
2841;49;24;wa iy ya kul la hu mul ḥaq qu ya` tū i lai hi muż 'i nīn;;
2842;50;24;"a fī qu lụ bi him ma ra ḍun a mir tā bū am ya khā fụ na ay ya ḥī fall llā hu 'a lai him wa ra sụ luh , bal u lā `i ka hu muẓ ẓā li mụn";;
2843;51;24;"in na mā kā na qau lal mu` mi nī na i żā du 'ū i lall llā hi wa ra sụ li hī li yaḥ ku ma bai na hum ay ya qụ lụ sa mi' nā wa a ṭa' nā , wa u lā `i ka hu mul muf li ḥụn";;
2844;52;24;wa may yu ṭi 'il lā ha wa ra sụ la hụ wa yakh syall llā ha wa yat taq hi fa u lā `i ka hu mul fā `i zụn;;
2845;53;24;"wa aq sa mụ bil lā hi jah da ai mā ni him la `in a mar ta hum la yakh ru junn , qul lā tuq si mụ , ṭā 'a tum ma' rụ fah , in nall llā ha kha bī rum bi mā ta' ma lụn";;
2846;54;24;"qul a ṭī 'ull llā ha wa a ṭī 'ur ra sụl , fa in ta wal lau fa in na mā 'a lai hi mā ḥum mi la wa 'a lai kum mā ḥum mil tum , wa in tu ṭī 'ụ hu tah ta dụ , wa mā 'a lar ra sụ li il lal ba lā gul mu bīn";;
2847;55;24;"wa 'a dall llā hul la żī na ā ma nụ ming kum wa 'a mi luṣ ṣā li ḥā ti la yas takh li fan na hum fil ar ḍi ka mas takh la fal la żī na ming qab li him wa la yu mak ki nan na la hum dī na hu mul la żir ta ḍā la hum wa la yu bad di lan na hum mim ba' di khau fi him am nā , ya' bu dụ na nī lā yusy ri kụ na bī syai `ā , wa mang ka fa ra ba' da żā li ka fa u lā `i ka hu mul fā si qụn";;
2848;56;24;wa a qī muṣ ṣa lā ta wa ā tuz za kā ta wa a ṭī 'ur ra sụ la la 'al la kum tur ḥa mụn;;
2849;57;24;"lā taḥ sa ban nal la żī na ka fa rụ mu' ji zī na fil arḍ , wa ma` wā hu mun nār , wa la bi` sal ma ṣīr";;
2850;58;24;"yā ay yu hal la żī na ā ma nụ li yas ta` żing ku mul la żī na ma la kat ai mā nu kum wal la żī na lam yab lu gul ḥu lu ma ming kum ṡa lā ṡa mar rāt , ming qab li ṣa lā til faj ri wa ḥī na ta ḍa 'ụ na ṡi yā ba kum mi naẓ ẓa hī ra ti wa mim ba' di ṣa lā til 'i syā` , ṡa lā ṡu 'au rā til la kum , lai sa 'a lai kum wa lā 'a lai him ju nā ḥum ba' da hunn , ṭaw wā fụ na 'a lai kum ba' ḍu kum 'a lā ba'ḍ , ka żā li ka yu bay yi null llā hu la ku mul ā yāt , wall llā hu 'a lī mun ḥa kīm";;
2851;59;24;"wa i żā ba la gal aṭ fā lu ming ku mul ḥu lu ma fal yas ta` żi nụ ka mas ta` ża nal la żī na ming qab li him , ka żā li ka yu bay yi null llā hu la kum ā yā tih , wall llā hu 'a lī mun ḥa kīm";;
2852;60;24;"wal qa wā 'i du mi nan ni sā `il lā tī lā yar jụ na ni kā ḥan fa lai sa 'a lai hin na ju nā ḥun ay ya ḍa' na ṡi yā ba hun na gai ra mu ta bar ri jā tim bi zī nah , wa ay yas ta' fif na khai rul la hunn , wall llā hu sa mī 'un 'a līm";;
2853;61;24;"lai sa 'a lal a' mā ḥa ra juw wa lā 'a lal a' ra ji ḥa ra juw wa lā 'a lal ma rī ḍi ḥa ra juw wa lā 'a lā an fu si kum an ta` ku lụ mim bu yụ ti kum au bu yụ ti ā bā `i kum au bu yụ ti um ma hā ti kum au bu yụ ti ikh wā ni kum au bu yụ ti a kha wā ti kum au bu yụ ti a' mā mi kum au bu yụ ti 'am mā ti kum au bu yụ ti akh wā li kum au bu yụ ti khā lā ti kum au mā ma lak tum ma fā ti ḥa hū au ṣa dī qi kum , lai sa 'a lai kum ju nā ḥun an ta` ku lụ ja mī 'an au asy tā tā , fa i żā da khal tum bu yụ tan fa sal li mụ 'a lā an fu si kum ta ḥiy ya tam min 'in dil lā hi mu bā ra ka tan ṭay yi bah , ka żā li ka yu bay yi null llā hu la ku mul ā yā ti la 'al la kum ta' qi lụn";;
2854;62;24;"in na mal mu` mi nụ nal la żī na ā ma nụ bil lā hi wa ra sụ li hī wa i żā kā nụ ma 'a hụ 'a lā am rin jā mi 'il lam yaż ha bụ ḥat tā yas ta` żi nụh , in nal la żī na yas ta` żi nụ na ka u lā `i kal la żī na yu` mi nụ na bil lā hi wa ra sụ lih , fa i żas ta` ża nụ ka li ba' ḍi sya` ni him fa` żal li man syi` ta min hum was tag fir la hu mull llāh , in nall llā ha ga fụ rur ra ḥīm";;
2855;63;24;"lā taj 'a lụ du 'ā `ar ra sụ li bai na kum ka du 'ā `i ba' ḍi kum ba' ḍā , qad ya' la mull llā hul la żī na ya ta sal la lụ na ming kum li wā żā , fal yaḥ ża ril la żī na yu khā li fụ na 'an am ri hī an tu ṣī ba hum fit na tun au yu ṣī ba hum 'a żā bun a līm";;
2856;64;24;"a lā in na lil lā hi mā fis sa mā wā ti wal arḍ , qad ya' la mu mā an tum 'a laīh , wa yau ma yur ja 'ụ na i lai hi fa yu nab bi `u hum bi mā 'a mi lụ , wall llā hu bi kul li syai `in 'a līm";;
2857;1;25;ta bā ra kal la żī naz za lal fur qā na 'a lā 'ab di hī li ya kụ na lil 'ā la mī na na żī rā;;
2858;2;25;al la żī la hụ mul kus sa mā wā ti wal ar ḍi wa lam yat ta khiż wa la daw wa lam ya kul la hụ sya rī kun fil mul ki wa kha la qa kul la syai `in fa qad da ra hụ taq dī rā;;
2859;3;25;wat ta kha żụ min dụ ni hī ā li ha tal lā yakh lu qụ na syai `aw wa hum yukh la qụ na wa lā yam li kụ na li `an fu si him ḍar raw wa lā naf 'aw wa lā yam li kụ na mau taw wa lā ḥa yā taw wa lā nu syụ rā;;
2860;4;25;"wa qā lal la żī na ka fa rū in hā żā il lā if ku nif ta rā hu wa a 'ā na hụ 'a lai hi qau mun ā kha rụn , fa qad jā `ụ ẓul maw wa zụ rā";;
2861;5;25;wa qā lū a sā ṭī rul aw wa lī nak ta ta ba hā fa hi ya tum lā 'a lai hi buk ra taw wa a ṣī lā;;
2862;6;25;"qul an za la hul la żī ya' la mus sir ra fis sa mā wā ti wal arḍ , in na hụ kā na ga fụ rar ra ḥī mā";;
2863;7;25;"wa qā lụ mā li hā żar ra sụ li ya` ku luṭ ṭa 'ā ma wa yam syī fil as wāq , lau lā un zi la i lai hi ma la kun fa ya kụ na ma 'a hụ na żī rā";;
2864;8;25;"au yul qā i lai hi kan zun au ta kụ nu la hụ jan na tuy ya` ku lu min hā , wa qā laẓ ẓā li mụ na in tat ta bi 'ụ na il lā ra ju lam mas ḥụ rā";;
2865;9;25;un ẓur kai fa ḍa ra bụ la kal am ṡā la fa ḍal lụ fa lā yas ta ṭī 'ụ na sa bī lā;;
2866;10;25;ta bā ra kal la żī in syā `a ja 'a la la ka khai ram min żā li ka jan nā tin taj rī min taḥ ti hal an hā ru wa yaj 'al la ka qu ṣụ rā;;
2867;11;25;bal każ ża bụ bis sā 'a ti wa a' tad nā li mang każ ża ba bis sā 'a ti sa 'ī rā;;
2868;12;25;i żā ra `at hum mim ma kā nim ba 'ī din sa mi 'ụ la hā ta gay yu ẓaw wa za fī rā;;
2869;13;25;wa i żā ul qụ min hā ma kā nan ḍay yi qam mu qar ra nī na da 'au hu nā li ka ṡu bụ rā;;
2870;14;25;lā tad 'ul yau ma ṡu bụ raw wā ḥi daw wad 'ụ ṡu bụ rang ka ṡī rā;;
2871;15;25;"qul a żā li ka khai run am jan na tul khul dil la tī wu 'i dal mut ta qụn , kā nat la hum ja zā `aw wa ma ṣī rā";;
2872;16;25;"la hum fī hā mā ya syā `ụ na khā li dīn , kā na 'a lā rab bi ka wa' dam mas `ụ lā";;
2873;17;25;wa yau ma yaḥ syu ru hum wa mā ya' bu dụ na min dụ nil lā hi fa ya qụ lu a an tum aḍ lal tum 'i bā dī hā `u lā `i am hum ḍal lus sa bīl;;
2874;18;25;"qā lụ sub ḥā na ka mā kā na yam ba gī la nā an nat ta khi ża min dụ ni ka min au li yā `a wa lā kim mat ta' ta hum wa ā bā `a hum ḥat tā na suż żikr , wa kā nụ qau mam bụ rā";;
2875;19;25;"fa qad każ ża bụ kum bi mā ta qụ lụ na fa mā tas ta ṭī 'ụ na ṣar faw wa lā naṣ rā , wa may yaẓ lim ming kum nu żiq hu 'a żā bang ka bī rā";;
2876;20;25;"wa mā ar sal nā qab la ka mi nal mur sa lī na il lā in na hum la ya` ku lụ naṭ ṭa 'ā ma wa yam syụ na fil as wāq , wa ja 'al nā ba' ḍa kum li ba' ḍin fit nah , a taṣ bi rụn , wa kā na rab bu ka ba ṣī rā";;
2877;21;25;"wa qā lal la żī na lā yar jụ na li qā `a nā lau lā un zi la 'a lai nal ma lā `i ka tu au na rā rab ba nā , la qa dis tak ba rụ fī an fu si him wa 'a tau 'u tuw wang ka bī rā";;
2878;22;25;yau ma ya rau nal ma lā `i ka ta lā busy rā yau ma `i żil lil muj ri mī na wa ya qụ lụ na ḥij ram maḥ jụ rā;;
2879;23;25;wa qa dim nā i lā mā 'a mi lụ min 'a ma lin fa ja 'al nā hu ha bā `am man ṡụ rā;;
2880;24;25;aṣ ḥā bul jan na ti yau ma `i żin khai rum mus ta qar raw wa aḥ sa nu ma qī lā;;
2881;25;25;wa yau ma ta syaq qa qus sa mā `u bil ga mā mi wa nuz zi lal ma lā `i ka tu tan zī lā;;
2882;26;25;"al mul ku yau ma `i żi nil ḥaq qu lir raḥ mān , wa kā na yau man 'a lal kā fi rī na 'a sī rā";;
2883;27;25;wa yau ma ya 'aḍ ḍuẓ ẓā li mu 'a lā ya dai hi ya qụ lu yā lai ta nit ta khaż tu ma 'ar ra sụ li sa bī lā;;
2884;28;25;yā wai la tā lai ta nī lam at ta khiż fu lā nan kha lī lā;;
2885;29;25;"la qad a ḍal la nī 'a niż żik ri ba' da iż jā `a nī , wa kā nasy syai ṭā nu lil in sā ni kha żụ lā";;
2886;30;25;wa qā lar ra sụ lu yā rab bi in na qau mit ta kha żụ hā żal qur `ā na mah jụ rā;;
2887;31;25;"wa ka żā li ka ja 'al nā li kul li na biy yin 'a duw wam mi nal muj ri mīn , wa ka fā bi rab bi ka hā di yaw wa na ṣī rā";;
2888;32;25;"wa qā lal la żī na ka fa rụ lau lā nuz zi la 'a lai hil qur `ā nu jum la taw wā ḥi dah , ka żā li ka li nu ṡab bi ta bi hī fu `ā da ka wa rat tal nā hu tar tī lā";;
2889;33;25;wa lā ya` tụ na ka bi ma ṡa lin il lā ji` nā ka bil ḥaq qi wa aḥ sa na taf sī rā;;
2890;34;25;al la żī na yuḥ sya rụ na 'a lā wu jụ hi him i lā ja han na ma u lā `i ka syar rum ma kā naw wa a ḍal lu sa bī lā;;
2891;35;25;wa la qad ā tai nā mụ sal ki tā ba wa ja 'al nā ma 'a hū a khā hu hā rụ na wa zī rā;;
2892;36;25;"fa qul naż ha bā i lal qau mil la żī na każ ża bụ bi `ā yā ti nā , fa dam mar nā hum tad mī rā";;
2893;37;25;"wa qau ma nụ ḥil lam mā każ ża bur ru su la ag raq nā hum wa ja 'al nā hum lin nā si ā yah , wa a' tad nā liẓ ẓā li mī na 'a żā ban a lī mā";;
2894;38;25;wa 'ā daw wa ṡa mụ da wa aṣ ḥā bar ras si wa qu rụ nam bai na żā li ka ka ṡī rā;;
2895;39;25;wa kul lan ḍa rab nā la hul am ṡā la wa kul lan tab bar nā tat bī rā;;
2896;40;25;"wa la qad a tau 'a lal qar ya til la tī um ṭi rat ma ṭa ras saụ` , a fa lam ya kụ nụ ya rau na hā , bal kā nụ lā yar jụ na nu syụ rā";;
2897;41;25;"wa i żā ra `au ka iy yat ta khi żụ na ka il lā hu zu wā , a hā żal la żī ba 'a ṡall llā hu ra sụ lā";;
2898;42;25;"ing kā da la yu ḍil lu nā 'an ā li ha ti nā lau lā an ṣa bar nā 'a lai hā , wa sau fa ya' la mụ na ḥī na ya rau nal 'a żā ba man a ḍal lu sa bī lā";;
2899;43;25;"a ra `ai ta ma nit ta kha ża i lā ha hụ ha wāh , a fa an ta ta kụ nu 'a lai hi wa kī lā";;
2900;44;25;"am taḥ sa bu an na ak ṡa ra hum yas ma 'ụ na au ya' qi lụn , in hum il lā kal an 'ā mi bal hum a ḍal lu sa bī lā";;
2901;45;25;"a lam ta ra i lā rab bi ka kai fa mad daẓ ẓill , wa lau syā `a la ja 'a la hụ sā ki nā , ṡum ma ja 'al nasy syam sa 'a lai hi da lī lā";;
2902;46;25;ṡum ma qa baḍ nā hu i lai nā qab ḍay ya sī rā;;
2903;47;25;wa hu wal la żī ja 'a la la ku mul lai la li bā saw wan nau ma su bā taw wa ja 'a lan na hā ra nu syụ rā;;
2904;48;25;"wa hu wal la żī ar sa lar ri yā ḥa busy ram bai na ya dai raḥ ma tih , wa an zal nā mi nas sa mā `i mā `an ṭa hụ rā";;
